content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
gampang mudah dipahami fitur banyak info lengkap,5,positive,0,0.322,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",gampang mudah_dipahami fitur informasi_lengkap
Sebenernya selama ini baik baik aja. Tapi ntah kenapa akunnya keluar sendiri dan gak bisa masuk,3,neutral,4,0.4333,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",sebenernya ntah akunya masuk
Untuk tampilan sama fiturnya gampang di mengerti,5,positive,0,0.3689,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan fiturnya gampang mengerti
"Wwwooooy, kalo lagi buka bursa jangan maintenance. Jadi hilang momentum kan gw. Mau pindah sekuritas aja lah.....",1,negative,7,0.2463,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",woy buka_bursa maintenance hilang momentum pindah_sekuritas
masih belum mengerti. mklum masih newbe. tp pas awal buka app nya lumayan bagus,5,positive,3,0.4301,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",mengerti mklum newbe pas buka lumayan bagus
interface nya mudah di pahami dan simple,4,positive,0,0.6112,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",interface mudah_pahami simpel
"bagus banget, data lengkap, mudah pakainya",5,positive,0,0.6623,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus banget data lengkap mudah pakainya
"Saya kasih bintang 5 ya, tapi kenapa saya tidak bisa mendaftar. Kendalanya selalu pada pemilihan username.",5,positive,1,0.2916,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",kasih_bintang mendaftar kendalanya pemilihan username
"sering erorr. masak habis jual saham uangnya gak bisa langsung di tarik ke rekening. harus nunggu 3 hari dulu baru bisa tarik. masak uang kita sendiri dipersulit untuk di tarik, gimana kalok kita lagi butuh banget? . beda dengan securitas lain contoh ipot . habis jual saham uangnya langsung bisa di tarik ke rekening gak ada 5 menit .",2,negative,3,0.4638,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror masak habis jual_saham uangnya langsung tarik rekening nunggu tarik masak uang dipersulit tarik kalok butuh banget beda securitas contoh ipot habis jual_saham uangnya langsung tarik rekening menit
Apapun sekuritasnya aplikasinya STOCKBIT. Terbaik dah fitu nya.. Suka banget,5,positive,0,0.5958,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",apapun sekuritasnya aplikasinya stockbit terbaik fitu suka banget
mantab untum belajar dan sharing.. terutama pemula seperti saya,5,positive,0,0.6291,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap untum belajar sharing pemula
"sering nge lag, jadi kehilangan timing",1,negative,0,0.5767,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",nge_lag kehilangan timing
"User interface nya bagus,,cs nya juga sangat responsif,",5,positive,0,0.5772,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",user_interface baguscs responsif
Bagus aplikasinya lengkap dan saham murah juga tersedia,5,positive,0,0.5141,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus aplikasinya lengkap saham murah tersedia
Mudah dan ringan aplikasinya dipakai di gadget biasa,5,positive,0,0.478,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah ringan aplikasinya dipakai gadget
"Bagus untuk analisa, cuma berharap mungkin fee pembelian dan penjualan bisa lebih kecil lagi",4,positive,0,0.3875,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus analisa berharap pembelian_penjualan
ini UI nya terbaik sih dibandingkan sekuritas lain,5,positive,0,0.5496,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",user interface terbaik sih dibandingkan sekuritas
Sering gangguan skr...harga saham diportfolio beda dengan harga saham realnya..atau memang delay..,1,negative,3,0.3066,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",ganguan skrharga saham diportfolio beda harga saham realnyatau delay
"Sell saham pertma di hari yg sama langsung masuk ke trading balamce, seling ke dua ketiga di hari dan jam yg sama tertahan dana tidak masuk ke trading balance. Nunggu H+3 hari trading...wah gimna bisa mau trading habis jual dana ketahan tidak ada di trading balance...???",3,neutral,3,0.5614,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",sel saham pertma langsung_masuk trading balamce selling ketiga jam tertahan dana masuk trading_balance nunggu tradingwah trading habis jual dana ketahan trading_balance
"Bagi saya yang pemula dalam dunia saham, Waktu tau ada aplikasi stockbit dari teman saya ternyata sangat membantu saya dalam belajar saham di stockbit karena banyak fitur yang mudah dimengerti oleh pemula",5,positive,0,0.5082,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pemula dunia_saham tau aplikasi stockbit teman membantu belajar_saham stockbit fitur mudah_dimengerti pemula
"Sejauh ini bagus, dengan adanya penarikan saldo langsung cair ke bank jago membuat saya lebih merasa nyaman saat ada keadaan darurat",5,positive,1,0.3532,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",bagus penarikan saldo langsung cair bank_jago nyaman keadan darurat
"Terlalu sering eror, dan update harga emiten sering terlambat dibandingkan aplikasi lainnya.",2,negative,0,0.3487,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",eror update harga emiten terlambat dibandingkan aplikasi
"Mau daftar saja ribet. Harus buka rekening bank Jago atau BCA dulu untuk RDN, padahal saya sudah punya rekening bank Jago Syariah tapi tidak bisa digunakan hanya karena jenis rekening saya yg syariah. Mending pakai aplikasi Ajaib atau Pluang saja.",2,negative,6,0.5026,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",daftar ribet buka_rekening bank_jago bca rdn rekening_bank jago_syariah jenis rekening syariah mending_pakai aplikasi ajaib pluang
"Udh setahun pakai ini, lumayan puas",5,positive,0,0.2886,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",udah setahun pakai lumayan puas
Hampir tiap pagi gangguannya. Gak bisa transaksi,2,negative,3,0.5133,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",pagi ganguanya transaksi
Uang penjualan saham nya lama masuk nya ga bisa di withdraw langaung ga kek aplikasi ipot yang langsung di jual langsung bisa di withdraw,1,negative,1,0.4688,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",uang penjualan_saham masuk withdraw langaung aplikasi ipot langsung jual langsung withdraw
"selama mengikuti sajian aplikasi investasi, saya sangat tertarik untuk terus mengikuti perkembangannya.",4,positive,5,0.4186,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",mengikuti sajian aplikasi investasi tertarik mengikuti perkembanganya
Aplikasi nya bagus mudah di pahami dan di gunakan .,5,positive,7,0.3583,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",aplikasi bagus_mudah_pahami
"Pendaftaran terlalu ribet kalo untuk mahasiswa ribet banget mending kaya aplikasi bibit cukup ktp selese, ini diminta ktp ortu lah apalah ngeri ngeri",1,negative,0,0.2026,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pendaftaran ribet mahasiswa ribet banget mending kaya aplikasi bibit ktp selesai ktp_ortu apalah ngeri ngeri
"Tiap scalping pagi down mulu, ada yang salah sama aplikasinya? Perbaiki dong, bikin nyangkut aja",1,negative,3,0.4391,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",scalping pagi down mulu salah aplikasinya perbaiki bikin nyangkut
"proses withdraw masih memakan waktu, kalo bisa bikin withdraw seperti di ipot secepat transfer antar rekening bank",5,positive,1,0.3481,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",proses_withdraw memakan bikin withdraw ipot secepat transfer rekening_bank
setiap jam 9 selalu aj ada gangguan di aplikasinya..,1,negative,0,0.2754,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",jam ganguan aplikasinya
"Mudah di gunakan, terutama untuk pemula di tradding saham",5,positive,0,0.639,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah pemula trading saham
Kok maintenance terus dari kamaren ini ada apa ya ? Katanya diauruh nunggu pukul 20.00. Terus berubah 24.00. Berubah lagi 12.00 dan berubah terus masih belum bisa dibuka 😢,3,neutral,3,0.541,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance kamaren diauruh nunggu berubah berubah berubah dibuka
"Ini bagaimana dah,, kok tiba tiba keluar trus giliran masuk pakai finger gagal masuk, Mohon penjelasan nya",2,negative,3,0.4212,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",giliran masuk pakai finger gagal masuk mohon penjelasan
Terus berinovasi untuk kemajuan stokbit 🔥,4,positive,3,0.3505,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",berinovasi kemajuan stokbit
5 untuk permulaan. Selanjutnya mudah mudahan 5 juga.😃😃,5,positive,6,0.3987,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",permulan mudah_mudahan
"Saat deposit, dalam histori ada deposit tapi dalam balance tidak masuk.",1,negative,1,0.4232,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",deposit histori deposit balance masuk
"Udah beres, tks stockbit... Aplikasi cerdas, untuk user cerdas...",5,positive,0,0.4384,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",beres terimakasih stockbit aplikasi cerdas user cerdas
"Udah coba investasi 1juta di stockbit selama 2 tahun, membeli saham Waskita, Sage, pada, slis dan Maxi. Uangnya malah Suspen dan hilang (saham bermasalah semua).Saya rasa 2tahun malah rugi 100%.",1,negative,3,0.3457,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",coba investasi juta stockbit membeli_saham waskita sage slis maxi uangnya suspen hilang saham bermasalah semuasaya rugi
kadang logout akun sendiri dan sering jeda transaksinya perbaiki min biar makin ramai ya,5,positive,2,0.2084,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",kadang logout akun jeda transaksinya perbaiki min biar ramai
Bagus tapi tolong tambahin menu CT TP nya dong,5,positive,2,0.48,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",bagus tolong tambahin menu
"Tolongdong agar supaya bisa daftar dari luar negara, kayak pakai passports",3,neutral,6,0.4469,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",tolongdong daftar negara pakai pasports
mengecewakan paraaaaah.. di saat jam bursa.. sering erorr.. Dan selalu mengecewakan,1,negative,3,0.553,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",mengecewakan parah jam_bursa eror mengecewakan
"parah dan payah ini sekuritasnya...sering sekali tiap buka markett erorr terus lemott...banyak merugikan para investorr...sistemnya abal"" punya🤦",1,negative,3,0.3568,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah payah sekuritasnyasering buka_market eror lemotbanyak merugikan investorsistemnya abal
"admin slow respon dari whatsupp, email, dan chat akun.. Dana yg dideposit dengan dana cash yg masuk tidak sesuai.. Tidak ada penjelasan... KACAU in.",1,negative,1,0.3598,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",admin santai_respon whatsup email chat akun dana dideposit dana cash masuk sesuai penjelasan kacau
Saya buat akun dari awal maret. Disuruh nunggu 3 minggu. Tapi sampai akhit maret belum dapat email pin aktifasi. Ini gimana sh. Ribet bgt,2,negative,1,0.6191,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",akun maret disuruh nunggu minggu akhit maret email pin aktifasi ribet banget
"Ga bisa buka renekeningnya, ga bisa transaksi, selalu di tolak",4,positive,3,0.3008,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",buka renekeningnya transaksi tolak
Hang terus aplikasinya. Hingga tdk bs buy or sale. Boleh maintenace tp jgn di waktu runnibg,1,negative,8,0.4028,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",hang aplikasinya buy sale maintenace runibg
"Bagus, realtime.. Analisa dari user lain sangat membantu",5,positive,0,0.6507,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus realtime analisa user membantu
"Mantab banget pakai aplikasi ini,fitur lengkap,aplikasi juga ngga berat",5,positive,0,0.3576,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap banget pakai aplikasi inifitur lengkapaplikasi nga berat
Keren bgt ada fitur virtualnya bisa bantu buat belajar,5,positive,0,0.5392,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren banget fitur virtualnya bantu belajar
Mulai mencurigakan karena PIN berkali-kali error dan perbaikan mainten padahal PIN sudah diganti.,1,negative,1,0.3906,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",mencurigakan pin berkalikali eror perbaikan mainten pin diganti
Kalau bisa bintang 0 saya kasi 0 Katanya verifikasi paling lama 1 hari ini dah 4 hari belum ada pemberitahuan. Disuruh sabar menunggu terus Nyesal kalian kalau mau daftar disini mending di ajaib atau dimana yang penting selain ini,1,negative,5,0.2886,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",bintang verifikasi pemberitahuan disuruh sabar menunggu nyesal daftar mending ajaib dimana
"Sementara bintang 2 dulu, baru mau pakai beberapa hari app ngelag di jam 09.25",2,negative,8,0.4003,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",bintang pakai ngelag jam
"Buat akun cepat dan deposit, same day. Semoga kedepan ditambahkan fasilitas running trade",5,positive,0,0.3018,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",akun cepat deposit same semoga_kedepan fasilitas runing_trade
saya keberatan dengan penambahan biaya beban beli dan jual stockbit bertambah dari biaya beban beli 0.10 % capai 0.15 % juga biaya beban jual dari 0.20 capai 0.25 % sekarang dibanding 1 tahun yang lalu. jadi saran aku buat stockbit turunkan biaya broker supaya lebih untung dan lebih nyaman itu saja terima gajih sekian,1,negative,1,0.3187,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",keberatan penambahan biaya beban beli_jual stockbit bertambah biaya beban beli capai biaya beban jual capai dibanding saran stockbit turunkan biaya_broker untung nyaman terima gajih sekian
"Kalo bisa jumlah keseluruhan total nominal yg harus di bayar oleh konsumen di pesanan saham ipo ada menu jumlahnya keseluruhan, supaya kami tdk pusing harus menjumlah sendiri.🙏👍",3,neutral,7,0.243,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",total nominal bayar konsumen pesanan saham ipo menu pusing menjumlah
Bagus bgt cuma registrasinya kalah canggih sm sebelah yg ga perlu kirim kirim berkas manual,4,positive,1,0.5143,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",bagus banget registrasinya kalah cangih sebelah kirim kirim berkas manual
"Screener mohon diperbaiki, hanya 1 parameter yg bisa tampil",1,negative,4,0.2203,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",screner mohon_diperbaiki parameter tampil
"fitur and tools nya lengkap, fleksibel juga",5,positive,0,0.4506,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",fitur tols lengkap fleksibel
"Aplikasi eror Mulu, giliran jamnya maintenance, bisa ga maintenance di malem aja? Ga jelas",1,negative,2,0.3273,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasi eror_mulu giliran jamnya maintenance maintenance_malam
"Sejauh ini baik dan lancar dalam hal perporma ,belum ada ngelagk.tolong juga untuk cripto ya",4,positive,8,0.3841,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",lancar perporma ngelagktolong cripto
"Kurangin Maintenance dong, sama loading appsnya msih lumayan berat",4,positive,3,0.3205,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",kurangi maintenance loading apsnya lumayan berat
Keren..mudah dipakai..dan yg utama masih free fee broker..,5,positive,0,0.272,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",kerenmudah dipakaidan utama fre broker
"Menu di portofolio mohon dibuat lebih informatif Contoh untuk satu emiten yang kita punya minimal menampilkan jumlah Lot, AVG, harga saat ini, persentase Loss/Gain, jumlah loss/gain",5,positive,3,0.48,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",menu_portofolio mohon informatif contoh emiten minimal menampilkan lot avg_harga persentase losgain losgain
"Realtime, yang penting ada virtual account, so, ,, untuk newbie bisa belajar banyak this apps",5,positive,0,0.5059,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",realtime virtual_acount newbie belajar this_aps
Keren sih... Semoga kedepan ada menu fast trade sama running trade,5,positive,5,0.2562,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",keren sih semoga_kedepan menu_fast trade runing_trade
"apl mudah di lakukan bagi pemula juga buka akun gak susah, kslsu bisa buka akun langsung [ada rdn gak usah buka bika lagi rek lain, tqu",4,positive,1,0.3303,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",apl mudah lakukan pemula buka_akun susah kslsu buka_akun langsung rdn buka bika rek tqu
"Daftar nya mudah online semuanya,pcsnya koperatif, mantap",4,positive,0,0.325,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",daftar mudah online semuanyapcsnya koperatif mantap
UI-nya sangat bagus Data-data historis perusahaan lengkap dan selalu update info dari emiten terkait...,5,positive,0,0.4236,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",uinya bagus datadata historis perusahan lengkap update informasi emiten terkait
Lengkap dan fungsi screening nya bagus banget,5,positive,0,0.5076,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",lengkap fungsi screning bagus banget
mantap aplikasi nya simple dan enak dipakai. rekomended,5,positive,7,0.3445,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",mantap aplikasi simpel enak_dipakai rekomended
Aplikasi ini punya indikator jual beli yg akurat dan insider info sangat berguna,5,positive,2,0.361,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",aplikasi indikator jual_beli akurat insider informasi berguna
adakah hal yg lbh ribet lagi saat pendaftaran . daftar rekening rdn pula lagi lama bet anying kek mau minjem shopee pay,1,negative,0,0.3996,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",adakah ribet pendaftaran daftar rekening_rdn banget anying minjem shope pay
Knp stockbit jam 9.01 -9.30 sulit sekali bertransaksi ???? Aplikasi eror trs😭,2,negative,3,0.2212,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",stockbit jam sulit bertransaksi aplikasi eror
"mantap user friendly, mudah dalam penggunaannya dan selalu updated",5,positive,2,0.257,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mantap user_friendly mudah_pengunanya updated
Friendly interface dan banyak tools untuk meganalisa,5,positive,0,0.6116,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",friendly interface tols meganalisa
masih belajar semoga dengan pendekatan ni lebih paham dan mengerti terhadap pengaturan uang pribadi😂😂😂🤣🤣,5,positive,0,0.4842,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",belajar semoga pendekatan paham mengerti pengaturan uang pribadi
"Aplikasi bagus sangat mudah difahami, proses jual beli juga bagus pokonya top deh",5,positive,5,0.3451,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",aplikasi bagus mudah_difahami proses jual_beli bagus pokonya top deh
"Min pin nya kok ga bisa masuk yaa pdhl udh bener, terus coba ganti pin juga sama tetep ga bisa masuk",1,negative,1,0.5834,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",min pin masuk udah bener coba ganti pin masuk
Proses deposit lama trus responya nya pun lama banget keterangan tidak jelas,1,negative,1,0.3823,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",proses deposit responya banget keterangan
Mengecewakan respon nya deposit keterangan di apk nya sukses tapi saldo ga bertambah,1,negative,1,0.3858,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",mengecewakan respon deposit keterangan aplikasi sukses saldo_bertambah
simpel dan friendly tampilan nya,4,positive,0,0.6123,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",simpel friendly tampilan
Mantabs terbantu sekali mudah penggunaannya buat pemula,5,positive,0,0.2931,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap terbantu mudah_pengunanya pemula
"Kenapa sihh stockbit ganti siminvest, padahal saya sudah sangat nyaman pakai stockbit, tlong stockbit ayo dong tetap jalan stockbit nya please 🙏 Pkoknya love stockbit deh ❤️",5,positive,2,0.3366,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",sih stockbit ganti siminvest nyaman pakai stockbit tolong stockbit ayo jalan stockbit *memohon pokoknya love stockbit deh
"Saya beri bintang 3 dulu.. Sudah lumayan bagus, semoga apa yang kurang terus di perbaiki agar lebih baik. Thanks",3,neutral,0,0.4168,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bintang lumayan bagus semoga perbaiki terimakasih
kalau bisa ditambah widget sepertinya bagus,4,positive,2,0.4409,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",ditambah widget bagus
Daftar akun real trading tanggal 28 Desember 2020 sampai sekarang masih dalam proses. Berarti sudah 10 hari kerja masih belum aktif dan tidak sesuai yang dijanjikan yaitu menunggu 4 sampai 7 hari kerja.,1,negative,6,0.3668,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",daftar akun_real trading tangal desember proses kerja aktif sesuai dijanjikan menunggu_kerja
Suka banget apk ini desain mudah untuk dipahami pemula,5,positive,0,0.6515,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka banget aplikasi desain mudah_dipahami pemula
Sejauh ini sih aman ya bagi yang baru belajar kaya saya,5,positive,0,0.4702,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",sih aman belajar kaya
Memudahkan jadi pialang pakai aplikasi Bibit,5,positive,0,0.4525,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",memudahkan pialang pakai aplikasi bibit
Mudah digunakan untuk pemula.,5,positive,0,0.5774,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah pemula
mantap dan banyak pengalaman,5,positive,0,0.3125,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap pengalaman
Sangat mudah di pahami,5,positive,0,0.518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah_pahami
"Enak, keren, syukurlah bisa gabung",5,positive,5,0.3909,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",enak keren syukurlah gabung
Coba pake stockbit.. Gua bintang 5..mudah2an kedepan bisa lbh baik app ini & apa2 yg ada di dlm nya,5,positive,0,0.5034,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",coba pakai stockbit bintang mudah kedepan
Aplikasi simple untuk investasi saham,5,positive,0,0.3919,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi simpel investasi_saham
Sekuritas itu mencari profit bukan pencitraan,1,negative,3,0.3171,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",sekuritas mencari profit pencitraan
Kenapa akun stockbit ku gak terintegrasi sama bank jago?,4,positive,6,0.4525,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",akun stockbit terintegrasi bank_jago
Makin keren aja fiturnya. Sekuritas dgn fitur terlengkap 👍,5,positive,0,0.6311,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren fiturnya sekuritas fitur_terlengkap
"SAMPE SEKARANG BELOM ACC.. GAK JELAS .. DI TULISNYA ESTIMASI 1 HARI VERIFNYA, INI SAMPE 2 HARI",1,negative,1,0.4059,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",belom tulisnya estimasi verifnya
sekarang bisa pakai margin ...mantap,5,positive,0,0.3254,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",pakai margin mantap
Saya semakin cinta stockbit 🥰 the best pokoknya Ayo pilih stockbit buat investasi kamu,5,positive,2,0.3682,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",cinta stockbit the_best pokoknya ayo pilih stockbit investasi
"Ngga jelas, gagal masuk verifikasi number, padahal no is true, check no handphone",1,negative,3,0.4459,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",nga gagal masuk verifikasi_nomor nomor true cek nomor_handphone
Apl teraman dan ternyaman buat investasi saham mudah dipahami investor pemula,5,positive,0,0.2405,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",apl teraman ternyaman investasi_saham mudah_dipahami investor_pemula
Untuk stockbit apakah ada fitur trade summary,5,positive,0,0.3545,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stockbit fitur trade sumary
Chat support respon lama astagaaa,1,negative,5,0.5089,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",chat_suport respon astaga
Bagus aplikasi buat sekuritas saham,5,positive,0,0.6309,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus aplikasi sekuritas saham
Tampilan sederhana dan mudah. Maju terus Stockbit!,5,positive,0,0.2569,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan_sederhana mudah maju stockbit
bagus untuk fundamentalis,5,positive,0,0.5179,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus fundamentalis
Aplikasi dg fitur terlengkap,5,positive,0,0.5487,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi fitur_terlengkap
